CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Hierarchical_Cluster
12391,21.0,1.0,6.1353267674944725,0,Regular Buyers,3
12393,71.0,4.0,7.3674560152319755,0,Regular Buyers,3
12394,63.0,2.0,6.986085752388092,0,Regular Buyers,3
12395,18.0,12.0,7.894925634639514,2,VIPs,1
12397,35.0,2.0,7.7034139204951595,0,Regular Buyers,3
12398,45.0,1.0,7.270076254047687,0,Regular Buyers,3
12399,118.0,4.0,6.941818484257838,0,Regular Buyers,3
12401,302.0,1.0,4.252771798816619,1,Inactive,2
12402,311.0,1.0,5.281171207713066,1,Inactive,2
12403,49.0,1.0,5.9730459615839635,0,Regular Buyers,3
12405,148.0,1.0,7.238058526457821,0,Regular Buyers,3
12406,21.0,2.0,8.136313373066384,0,Regular Buyers,3
12407,49.0,5.0,7.318619120998749,0,Regular Buyers,3
12408,32.0,5.0,7.870757826278248,2,VIPs,3
12409,78.0,3.0,8.656355735055985,2,VIPs,3
12410,308.0,2.0,6.281013625618804,1,Inactive,2
12412,74.0,3.0,7.042181271332972,0,Regular Buyers,3
12413,66.0,3.0,6.532479842037031,0,Regular Buyers,3
12414,216.0,3.0,6.094494849927445,1,Inactive,2
12415,23.0,13.0,8.656355735055985,2,VIPs,1
12417,2.0,9.0,8.07933918010607,2,VIPs,1
12418,112.0,1.0,6.506650650150935,0,Regular Buyers,2
12420,63.0,1.0,6.3992436425478765,0,Regular Buyers,3
12421,15.0,4.0,6.461530674400674,0,Regular Buyers,3
12422,95.0,3.0,6.5287762961097995,0,Regular Buyers,3
12423,0.0,8.0,7.399587667805565,2,VIPs,1
12424,162.0,2.0,7.474182104762846,0,Regular Buyers,3
12425,77.0,1.0,6.6569835605504535,0,Regular Buyers,3
12426,194.0,1.0,6.23779714219489,1,Inactive,2
12427,21.0,3.0,6.552222539622182,0,Regular Buyers,3
12428,25.0,8.0,8.656355735055985,2,VIPs,1
12429,8.0,4.0,8.128408193559272,2,VIPs,3
12430,42.0,1.0,5.381738974687109,0,Regular Buyers,3
12431,35.0,13.0,8.656355735055985,2,VIPs,1
12432,42.0,4.0,8.380300728145249,2,VIPs,3
12433,0.0,7.0,8.656355735055985,2,VIPs,1
12434,84.0,2.0,6.6934971352559,0,Regular Buyers,3
12435,79.0,2.0,8.656355735055985,0,Regular Buyers,3
12436,99.0,1.0,6.063808464231149,0,Regular Buyers,3
12437,1.0,13.0,8.400302007941441,2,VIPs,1
12438,13.0,2.0,7.811102605220363,0,Regular Buyers,3
12441,311.0,1.0,5.053375447772415,1,Inactive,2
12442,2.0,1.0,4.977147449935266,0,Regular Buyers,3
12444,20.0,5.0,8.315434348580858,2,VIPs,1
12445,21.0,1.0,4.361823927356363,0,Regular Buyers,3
12446,57.0,1.0,6.9110598129904375,0,Regular Buyers,3
12447,242.0,1.0,6.069559204717347,1,Inactive,2
12448,43.0,1.0,5.903862086371859,0,Regular Buyers,3
12449,21.0,4.0,8.187936063186958,2,VIPs,3
12450,155.0,2.0,5.292701627762401,1,Inactive,2
12451,10.0,5.0,8.656355735055985,2,VIPs,1
12452,16.0,1.0,5.85670382774231,0,Regular Buyers,3
12453,133.0,1.0,6.562571204258897,0,Regular Buyers,2
12454,55.0,1.0,8.168866163607964,0,Regular Buyers,3
12455,72.0,5.0,7.758273662199834,2,VIPs,3
12456,43.0,3.0,7.85633506315336,0,Regular Buyers,3
12457,65.0,6.0,7.622776469455032,2,VIPs,3
12458,70.0,2.0,6.670005575278565,0,Regular Buyers,3
12461,154.0,1.0,6.442349065407006,1,Inactive,2
12462,18.0,2.0,6.844378749137783,0,Regular Buyers,3
12463,52.0,4.0,7.091559070057242,0,Regular Buyers,3
12464,9.0,8.0,6.864899968675708,2,VIPs,1
12465,16.0,2.0,6.5267730053648965,0,Regular Buyers,3
12468,187.0,2.0,6.490025263453901,1,Inactive,2
12471,1.0,13.0,8.656355735055985,2,VIPs,1
12472,31.0,7.0,8.656355735055985,2,VIPs,1
12473,53.0,3.0,7.862200771468591,0,Regular Buyers,3
12474,16.0,13.0,8.656355735055985,2,VIPs,1
12475,53.0,1.0,6.507844715787302,0,Regular Buyers,3
12476,15.0,11.0,8.656355735055985,2,VIPs,1
12477,22.0,6.0,8.656355735055985,2,VIPs,1
12478,3.0,1.0,6.304430520719223,0,Regular Buyers,3
12479,10.0,1.0,6.161629173631305,0,Regular Buyers,3
12480,27.0,4.0,7.967845010729177,0,Regular Buyers,3
12481,22.0,10.0,8.521448126328126,2,VIPs,1
12483,16.0,8.0,7.555894633305591,2,VIPs,1
12484,34.0,4.0,8.28266508123539,2,VIPs,3
12488,9.0,3.0,7.127420788916513,0,Regular Buyers,3
12489,311.0,1.0,5.70354911409641,1,Inactive,2
12490,4.0,10.0,8.48898505661262,2,VIPs,1
12491,38.0,1.0,6.053029902766137,0,Regular Buyers,3
12492,62.0,2.0,5.43026625767732,0,Regular Buyers,3
12493,165.0,2.0,6.032462526142054,1,Inactive,2
12494,15.0,7.0,6.989427427626162,2,VIPs,1
12497,81.0,1.0,6.860768487757801,0,Regular Buyers,3
12498,20.0,3.0,5.859931157146132,0,Regular Buyers,3
12500,22.0,11.0,8.309140202645844,2,VIPs,1
12501,311.0,1.0,7.614011163815439,1,Inactive,2
12502,95.0,5.0,8.005323689665824,2,VIPs,3
12504,17.0,2.0,6.06157346225313,0,Regular Buyers,3
12506,232.0,1.0,4.310799125385514,1,Inactive,2
12507,133.0,3.0,6.960167447196852,0,Regular Buyers,3
12508,25.0,2.0,5.989637879766574,0,Regular Buyers,3
12509,283.0,1.0,5.072043922224899,1,Inactive,2
12510,142.0,2.0,6.703887255287163,0,Regular Buyers,2
12512,65.0,2.0,4.9346897371814515,0,Regular Buyers,3
12513,112.0,1.0,6.32666812217548,0,Regular Buyers,2
12514,266.0,1.0,6.926262950537876,1,Inactive,2
12515,311.0,1.0,5.633717600207914,1,Inactive,2
12516,77.0,2.0,7.07923494093117,0,Regular Buyers,3
12517,27.0,4.0,7.750976268785917,0,Regular Buyers,3
12518,0.0,5.0,7.518547497333925,2,VIPs,3
12519,63.0,1.0,5.662404770202222,0,Regular Buyers,3
12520,78.0,5.0,7.761003969434193,2,VIPs,3
12521,142.0,1.0,6.3038636220966,0,Regular Buyers,2
12522,38.0,2.0,5.060821309009427,0,Regular Buyers,3
12523,18.0,11.0,7.438836368673887,2,VIPs,1
12524,8.0,8.0,8.280640133192094,2,VIPs,1
12526,0.0,3.0,7.0678823502663235,0,Regular Buyers,3
12527,81.0,3.0,5.80426109322242,0,Regular Buyers,3
12528,8.0,6.0,7.406394954764204,2,VIPs,1
12530,59.0,4.0,7.31407335654174,0,Regular Buyers,3
12531,14.0,1.0,4.838026416156094,0,Regular Buyers,3
12532,29.0,1.0,5.752032810604912,0,Regular Buyers,3
12534,130.0,1.0,6.889774590946187,0,Regular Buyers,2
12535,91.0,2.0,6.575563866544399,0,Regular Buyers,3
12536,58.0,1.0,8.361874162668443,0,Regular Buyers,3
12538,28.0,1.0,5.899760357897641,0,Regular Buyers,3
12539,21.0,4.0,8.625033629522884,2,VIPs,3
12540,19.0,13.0,8.656355735055985,2,VIPs,1
12541,29.0,3.0,6.73599376811743,0,Regular Buyers,3
12544,35.0,1.0,5.761107541275471,0,Regular Buyers,3
12545,74.0,2.0,6.725501719876287,0,Regular Buyers,3
12546,46.0,2.0,6.930005887916956,0,Regular Buyers,3
12547,197.0,2.0,5.02912987673242,1,Inactive,2
12548,165.0,1.0,4.222444564849416,1,Inactive,2
12550,78.0,1.0,6.716388941200945,0,Regular Buyers,3
12551,311.0,1.0,5.1298987149230735,1,Inactive,2
12552,39.0,1.0,5.764626680205501,0,Regular Buyers,3
12553,7.0,10.0,8.09537916508674,2,VIPs,1
12556,49.0,2.0,6.404749004268278,0,Regular Buyers,3
12557,15.0,5.0,8.656355735055985,2,VIPs,1
12558,7.0,1.0,5.601971208509516,0,Regular Buyers,3
12559,310.0,2.0,6.266650112449227,1,Inactive,2
12560,4.0,2.0,7.559564707041543,0,Regular Buyers,3
12561,302.0,1.0,5.480013727948073,1,Inactive,2
12562,7.0,7.0,8.127623085773235,2,VIPs,1
12564,260.0,1.0,6.001167322569367,1,Inactive,2
12565,288.0,1.0,4.989888220951467,1,Inactive,2
12566,85.0,1.0,5.699272319178315,0,Regular Buyers,3
12567,22.0,10.0,8.656355735055985,2,VIPs,1
12569,1.0,13.0,8.056328474804017,2,VIPs,1
12571,39.0,2.0,6.255001200981438,0,Regular Buyers,3
12572,8.0,2.0,6.817195796723135,0,Regular Buyers,3
12573,226.0,1.0,5.08475279001415,1,Inactive,2
12574,311.0,1.0,5.211942150801291,1,Inactive,2
12576,35.0,5.0,7.182982612166326,0,Regular Buyers,3
12577,34.0,3.0,6.484406201775412,0,Regular Buyers,3
12578,20.0,2.0,7.7846854479244865,0,Regular Buyers,3
12579,77.0,1.0,5.959509375866431,0,Regular Buyers,3
12580,246.0,1.0,5.942011663388452,1,Inactive,2
12581,39.0,1.0,5.196893536410073,0,Regular Buyers,3
12582,238.0,2.0,5.864653380241595,1,Inactive,2
12583,2.0,13.0,8.656355735055985,2,VIPs,1
12584,3.0,9.0,7.720971768571505,2,VIPs,1
12585,233.0,2.0,7.509390059035975,1,Inactive,2
12586,16.0,1.0,5.2879639544685455,0,Regular Buyers,3
12587,7.0,1.0,4.653960350157523,0,Regular Buyers,3
12588,38.0,1.0,5.169915651743512,0,Regular Buyers,3
12589,28.0,2.0,6.355551950762168,0,Regular Buyers,3
12590,210.0,1.0,8.656355735055985,0,Regular Buyers,2
12591,311.0,1.0,5.913097518033877,1,Inactive,2
12592,91.0,2.0,5.9979435132056915,0,Regular Buyers,3
12593,108.0,3.0,5.9482960517066035,0,Regular Buyers,2
12594,37.0,9.0,8.073783195942843,2,VIPs,1
12596,50.0,2.0,6.112065829994569,0,Regular Buyers,3
12597,18.0,4.0,8.06972414056213,2,VIPs,3
12598,9.0,7.0,7.940256254768359,2,VIPs,1
12599,28.0,7.0,6.790749441229205,2,VIPs,1
12600,28.0,10.0,7.7458855306806695,2,VIPs,1
12601,189.0,5.0,6.190438349114987,1,Inactive,2
12602,58.0,1.0,5.037731519757957,0,Regular Buyers,3
12603,21.0,1.0,6.420320608006722,0,Regular Buyers,3
12604,78.0,2.0,5.468819346536649,0,Regular Buyers,3
12607,59.0,1.0,7.3655028587473295,0,Regular Buyers,3
12609,77.0,3.0,6.873008542652302,0,Regular Buyers,3
12610,22.0,4.0,7.466536432993263,0,Regular Buyers,3
12611,51.0,1.0,7.085332264745334,0,Regular Buyers,3
12612,73.0,1.0,6.505843849073271,0,Regular Buyers,3
12613,56.0,4.0,8.037019623205238,0,Regular Buyers,3
12614,277.0,1.0,5.757639147446912,1,Inactive,2
12615,1.0,4.0,7.646922122748847,0,Regular Buyers,3
12616,94.0,2.0,6.465055484263747,0,Regular Buyers,2
12617,28.0,1.0,5.876418387786464,0,Regular Buyers,3
12618,21.0,1.0,4.929497542636617,0,Regular Buyers,3
12619,15.0,8.0,7.988393667213353,2,VIPs,1
12620,14.0,3.0,7.17350611024579,0,Regular Buyers,3
12621,1.0,13.0,8.656355735055985,2,VIPs,1
12622,231.0,1.0,5.094363509626968,1,Inactive,2
12623,275.0,1.0,5.59879226079857,1,Inactive,2
12624,105.0,2.0,6.345864404999986,0,Regular Buyers,2
12625,211.0,2.0,7.789380029147374,1,Inactive,2
12626,22.0,9.0,8.656355735055985,2,VIPs,1
12627,10.0,6.0,8.314717089410257,2,VIPs,1
12628,3.0,3.0,6.597773063035387,0,Regular Buyers,3
12630,9.0,2.0,6.939137660210806,0,Regular Buyers,3
12631,56.0,1.0,6.17690623123818,0,Regular Buyers,3
12633,58.0,4.0,7.565782925047068,0,Regular Buyers,3
12635,89.0,2.0,7.319984128002597,0,Regular Buyers,3
12637,66.0,8.0,8.656355735055985,2,VIPs,1
12638,32.0,1.0,6.2396713740158605,0,Regular Buyers,3
12639,238.0,1.0,5.905634290502789,1,Inactive,2
12640,23.0,3.0,6.903325481902751,0,Regular Buyers,3
12641,114.0,1.0,4.989752083179832,1,Inactive,3
12642,24.0,3.0,6.809326240590764,0,Regular Buyers,3
12643,127.0,6.0,8.020480838593503,2,VIPs,3
12644,129.0,1.0,6.171512688316606,0,Regular Buyers,2
12645,33.0,4.0,7.39767182355975,0,Regular Buyers,3
12646,4.0,2.0,7.206355036031724,0,Regular Buyers,3
12647,21.0,12.0,8.054465428741132,2,VIPs,1
12648,154.0,1.0,5.707276363910457,1,Inactive,2
12649,106.0,3.0,6.346530697632295,0,Regular Buyers,2
12650,2.0,1.0,5.4948705055887155,0,Regular Buyers,3
12651,311.0,1.0,4.74493212836325,1,Inactive,2
12652,311.0,1.0,6.678316957105179,1,Inactive,2
12653,148.0,2.0,7.701132335950876,0,Regular Buyers,3
12654,10.0,5.0,6.274724355749176,0,Regular Buyers,3
12656,16.0,5.0,8.194276265043134,2,VIPs,1
12657,10.0,4.0,7.264156185376011,0,Regular Buyers,3
12658,18.0,1.0,6.450549407966262,0,Regular Buyers,3
12659,29.0,1.0,4.313212318673522,0,Regular Buyers,3
12660,10.0,1.0,5.429784129290343,0,Regular Buyers,3
12662,0.0,11.0,8.173231377802109,2,VIPs,1
12664,7.0,9.0,8.387740327417847,2,VIPs,1
12665,311.0,1.0,3.828641396489095,1,Inactive,2
12667,57.0,1.0,6.133679998904951,0,Regular Buyers,3
12668,11.0,4.0,8.064054545479339,2,VIPs,3
12669,150.0,2.0,7.264541216760826,0,Regular Buyers,3
12670,9.0,5.0,7.917554568713989,2,VIPs,3
12672,311.0,1.0,5.424509391785796,1,Inactive,2
12673,4.0,2.0,6.355273979947314,0,Regular Buyers,3
12674,38.0,4.0,7.520559706859544,0,Regular Buyers,3
12676,24.0,6.0,6.996123235401663,0,Regular Buyers,1
12678,41.0,10.0,8.656355735055985,2,VIPs,1
12679,58.0,4.0,6.8585860429740535,0,Regular Buyers,3
12680,0.0,4.0,6.674321464044161,0,Regular Buyers,3
12681,14.0,13.0,8.656355735055985,2,VIPs,1
12682,3.0,13.0,8.656355735055985,2,VIPs,1
12683,3.0,13.0,8.656355735055985,2,VIPs,1
12684,7.0,6.0,7.637538103512089,2,VIPs,1
12685,27.0,6.0,7.854024142642641,2,VIPs,1
12686,311.0,1.0,4.278608675475393,1,Inactive,2
12688,113.0,1.0,8.491836408313453,0,Regular Buyers,3
12689,25.0,2.0,7.039318485999454,0,Regular Buyers,3
12690,205.0,1.0,5.817140921425089,1,Inactive,2
12691,27.0,5.0,6.833893430383681,0,Regular Buyers,3
12693,126.0,4.0,6.569355185237995,0,Regular Buyers,3
12694,69.0,2.0,6.636825434451398,0,Regular Buyers,3
12695,6.0,4.0,6.368358698228111,0,Regular Buyers,3
12697,28.0,3.0,6.631461446990217,0,Regular Buyers,3
12700,7.0,4.0,8.417812538465107,2,VIPs,3
12701,79.0,2.0,6.58852749836457,0,Regular Buyers,3
12702,19.0,1.0,5.308267697401205,0,Regular Buyers,3
12703,70.0,1.0,5.58556184326877,0,Regular Buyers,3
12704,6.0,8.0,7.462697304744063,2,VIPs,1
12705,14.0,8.0,8.656355735055985,2,VIPs,1
12707,291.0,1.0,6.404269320519532,1,Inactive,2
12708,29.0,10.0,7.801354494736183,2,VIPs,1
12709,14.0,13.0,8.656355735055985,2,VIPs,1
12710,96.0,3.0,6.931491336658721,0,Regular Buyers,3
12712,28.0,13.0,8.276173306310655,2,VIPs,1
12713,0.0,1.0,6.679033699353866,0,Regular Buyers,3
12714,8.0,5.0,8.365407047203309,2,VIPs,1
12715,105.0,1.0,5.616261877126706,0,Regular Buyers,3
12716,3.0,2.0,6.871599464225679,0,Regular Buyers,3
12717,150.0,2.0,6.723808402070742,0,Regular Buyers,2
12718,70.0,1.0,5.31443674842792,0,Regular Buyers,3
12719,4.0,2.0,6.352542284511506,0,Regular Buyers,3
12720,2.0,13.0,8.540270842120792,2,VIPs,1
12721,31.0,6.0,7.777847086523212,2,VIPs,1
12722,84.0,4.0,6.888195222263336,0,Regular Buyers,3
12723,3.0,5.0,6.562542958862895,0,Regular Buyers,3
12724,4.0,4.0,6.829155696169494,0,Regular Buyers,3
12725,311.0,1.0,5.921042082811436,1,Inactive,2
12726,27.0,7.0,7.788253016357478,2,VIPs,1
12727,10.0,7.0,8.143720814344247,2,VIPs,1
12728,70.0,4.0,6.592126304479406,0,Regular Buyers,3
12729,113.0,1.0,6.035505355683571,0,Regular Buyers,3
12731,23.0,12.0,8.656355735055985,2,VIPs,1
12732,179.0,1.0,5.390258240246394,1,Inactive,2
12733,233.0,1.0,5.953113455724059,1,Inactive,2
12734,311.0,1.0,4.713127327493184,1,Inactive,2
12735,311.0,2.0,6.537517343525793,1,Inactive,2
12736,311.0,1.0,4.976733742420574,1,Inactive,2
12738,311.0,1.0,4.929786706232935,1,Inactive,2
12739,98.0,1.0,6.884015712099396,0,Regular Buyers,3
12740,63.0,1.0,6.060524083039477,0,Regular Buyers,3
12743,133.0,2.0,6.305234599635373,0,Regular Buyers,2
12744,55.0,4.0,8.656355735055985,2,VIPs,3
12747,1.0,11.0,8.342127645985029,2,VIPs,1
12748,0.0,13.0,8.656355735055985,2,VIPs,1
12749,3.0,5.0,8.316759801128319,2,VIPs,1
12750,128.0,1.0,5.623584199327089,0,Regular Buyers,3
12752,80.0,1.0,8.38201014985595,0,Regular Buyers,3
12753,22.0,6.0,8.656355735055985,2,VIPs,1
12754,235.0,3.0,8.010273263812737,1,Inactive,2
12755,280.0,2.0,8.246158446737232,1,Inactive,2
12756,86.0,1.0,4.72809553282539,0,Regular Buyers,3
12757,15.0,9.0,8.342887422185328,2,VIPs,1
12758,116.0,2.0,7.934724759609325,0,Regular Buyers,3
12759,51.0,3.0,7.253073984242279,0,Regular Buyers,3
12762,7.0,2.0,7.440451977566296,0,Regular Buyers,3
12763,137.0,2.0,6.204719365671822,0,Regular Buyers,2
12764,311.0,1.0,7.435367220848186,1,Inactive,2
12766,3.0,7.0,8.656355735055985,2,VIPs,1
12769,238.0,1.0,7.042810509975002,1,Inactive,2
12770,210.0,1.0,7.209673041460572,1,Inactive,2
12772,59.0,1.0,6.624689203073546,0,Regular Buyers,3
12775,16.0,5.0,7.156207838241916,0,Regular Buyers,3
12778,19.0,6.0,6.54280331770569,0,Regular Buyers,1
12779,37.0,8.0,8.289629887368429,2,VIPs,1
12781,63.0,2.0,6.669168086174074,0,Regular Buyers,3
12782,4.0,5.0,7.570402014093698,2,VIPs,3
12783,1.0,4.0,7.1677089479899445,0,Regular Buyers,3
12784,14.0,1.0,6.252712804455737,0,Regular Buyers,3
12785,311.0,1.0,5.548881513438238,1,Inactive,2
12787,9.0,3.0,6.039444859626549,0,Regular Buyers,3
12789,64.0,1.0,4.354783898280007,0,Regular Buyers,3
12790,191.0,1.0,5.690089147524199,1,Inactive,2
12791,311.0,1.0,5.185148668442399,1,Inactive,2
12792,256.0,1.0,5.845108410746636,1,Inactive,2
12793,311.0,2.0,6.136603312774221,1,Inactive,2
12794,52.0,2.0,6.758570581561217,0,Regular Buyers,3
12795,18.0,1.0,5.766694674049188,0,Regular Buyers,3
12797,311.0,1.0,5.425082167339534,1,Inactive,2
12798,9.0,3.0,8.656355735055985,2,VIPs,3
12802,186.0,1.0,5.987908230905205,1,Inactive,2
12808,36.0,3.0,6.123917233137688,0,Regular Buyers,3
12809,177.0,1.0,6.007116415046204,1,Inactive,2
12811,261.0,2.0,6.130900349348707,1,Inactive,2
12812,44.0,1.0,5.440858053330147,0,Regular Buyers,3
12814,101.0,1.0,4.4649881553882285,1,Inactive,3
12815,147.0,2.0,6.762105034532924,0,Regular Buyers,2
12816,95.0,2.0,6.116333529153851,0,Regular Buyers,2
12817,280.0,1.0,4.844501997498826,1,Inactive,2
12818,261.0,1.0,7.07587648637495,1,Inactive,2
12820,2.0,4.0,6.849426769082011,0,Regular Buyers,3
12821,213.0,1.0,4.540311613639595,1,Inactive,2
12822,70.0,2.0,6.856335660826602,0,Regular Buyers,3
12823,74.0,5.0,7.473353138595107,0,Regular Buyers,3
12824,59.0,1.0,5.986753467377863,0,Regular Buyers,3
12826,2.0,7.0,7.296901285267718,2,VIPs,1
12827,5.0,3.0,6.066456057398334,0,Regular Buyers,3
12828,2.0,6.0,6.927273552128017,0,Regular Buyers,1
12829,311.0,2.0,5.683579767338681,1,Inactive,2
12830,37.0,6.0,8.656355735055985,2,VIPs,1
12831,261.0,1.0,5.3755098623779425,1,Inactive,2
12832,31.0,2.0,5.950720674536128,0,Regular Buyers,3
12833,144.0,1.0,6.0363901104609745,1,Inactive,2
12834,282.0,1.0,5.7474165116762626,1,Inactive,2
12836,58.0,4.0,7.868583334984023,0,Regular Buyers,3
12837,172.0,1.0,4.906015244966153,1,Inactive,2
12838,33.0,2.0,6.528147958043258,0,Regular Buyers,3
12839,2.0,13.0,8.629167388389371,2,VIPs,1
12840,143.0,4.0,7.911239704558553,0,Regular Buyers,3
12841,4.0,13.0,8.299870167916959,2,VIPs,1
12842,69.0,2.0,7.0210750356778515,0,Regular Buyers,3
12843,65.0,8.0,7.440299340765267,2,VIPs,1
12844,28.0,2.0,5.789837839256022,0,Regular Buyers,3
12845,266.0,4.0,5.872371278471126,1,Inactive,2
12847,21.0,1.0,6.771408498297927,0,Regular Buyers,3
12849,30.0,2.0,6.941431805341521,0,Regular Buyers,3
12851,96.0,1.0,4.9139775400548205,0,Regular Buyers,3
12852,294.0,1.0,5.744764456377822,1,Inactive,2
12853,134.0,6.0,7.579729894309281,2,VIPs,3
12854,78.0,3.0,7.18954502572908,0,Regular Buyers,3
12855,311.0,1.0,3.66612246699132,1,Inactive,2
12856,7.0,6.0,7.687506670317465,2,VIPs,1
12857,210.0,2.0,7.009770204388867,1,Inactive,2
12863,51.0,1.0,6.258050656265029,0,Regular Buyers,3
12864,137.0,1.0,4.998022756045412,1,Inactive,2
12865,25.0,2.0,7.358340332174572,0,Regular Buyers,3
12866,282.0,1.0,6.2148480696267985,1,Inactive,2
12867,25.0,7.0,8.30346022135619,2,VIPs,1
12868,185.0,6.0,7.3827837624756185,0,Regular Buyers,2
12871,83.0,2.0,5.9444777558836455,0,Regular Buyers,3
12872,311.0,2.0,6.398545016483998,1,Inactive,2
12873,281.0,1.0,5.926926025970411,1,Inactive,2
12875,142.0,2.0,5.841310038608051,1,Inactive,2
12876,57.0,2.0,7.627554127539443,0,Regular Buyers,3
12877,3.0,12.0,7.337438090181038,2,VIPs,1
12878,235.0,2.0,6.752258693830513,1,Inactive,2
12879,44.0,3.0,6.353012598149689,0,Regular Buyers,3
12881,275.0,1.0,5.700443573390686,1,Inactive,2
12882,8.0,2.0,7.288955016552379,0,Regular Buyers,3
12883,24.0,4.0,6.5574457470395595,0,Regular Buyers,3
12884,87.0,1.0,5.736733574795887,0,Regular Buyers,3
12885,62.0,3.0,7.0700611857921905,0,Regular Buyers,3
12886,67.0,2.0,7.229403900997191,0,Regular Buyers,3
12888,213.0,2.0,5.87245576052578,1,Inactive,2
12890,23.0,1.0,5.944032210673093,0,Regular Buyers,3
12891,185.0,3.0,5.805134968916488,1,Inactive,2
12893,30.0,1.0,5.242487481587366,0,Regular Buyers,3
12895,41.0,2.0,5.923720895021463,0,Regular Buyers,3
12897,204.0,2.0,5.382198850528739,1,Inactive,2
12901,8.0,13.0,8.656355735055985,2,VIPs,1
12902,264.0,1.0,4.939354092091292,1,Inactive,2
12904,17.0,2.0,6.235547334435847,0,Regular Buyers,3
12906,11.0,5.0,7.979616254055095,2,VIPs,3
12908,175.0,2.0,6.621405651764134,1,Inactive,2
12909,39.0,5.0,7.68692876817782,2,VIPs,3
12910,22.0,8.0,8.031398334442155,2,VIPs,1
12912,2.0,5.0,7.416558859796489,0,Regular Buyers,3
12913,4.0,5.0,7.817879034084852,2,VIPs,3
12915,148.0,2.0,5.898937989430242,1,Inactive,2
12916,138.0,4.0,8.008748065349305,0,Regular Buyers,3
12917,127.0,1.0,6.38856140554563,0,Regular Buyers,2
12919,7.0,6.0,7.197577559553778,2,VIPs,1
12920,16.0,1.0,5.1073384426629,0,Regular Buyers,3
12921,8.0,13.0,8.656355735055985,2,VIPs,1
12922,160.0,1.0,6.007288682454868,1,Inactive,2
12923,63.0,1.0,5.174566559111861,0,Regular Buyers,3
12924,87.0,4.0,6.8316838420308414,0,Regular Buyers,3
12925,4.0,2.0,6.5439837854231016,0,Regular Buyers,3
12928,34.0,5.0,7.632255767200078,2,VIPs,3
12929,311.0,1.0,4.777862193806203,1,Inactive,2
12930,77.0,2.0,6.032606490439157,0,Regular Buyers,3
12931,21.0,13.0,8.656355735055985,2,VIPs,1
12933,23.0,3.0,6.411046212773516,0,Regular Buyers,3
12935,1.0,7.0,7.678650228164007,2,VIPs,1
12936,16.0,4.0,6.970636177021338,0,Regular Buyers,3
12937,14.0,4.0,7.316727563085719,0,Regular Buyers,3
12938,25.0,1.0,4.7461487792476635,0,Regular Buyers,3
12939,63.0,8.0,8.656355735055985,2,VIPs,1
12940,54.0,2.0,6.818421206622862,0,Regular Buyers,3
12942,130.0,3.0,6.529272842203859,0,Regular Buyers,2
12944,35.0,2.0,6.406071078133402,0,Regular Buyers,3
12945,287.0,1.0,6.139776787799188,1,Inactive,2
12947,143.0,6.0,7.380872805015112,2,VIPs,3
12948,15.0,7.0,7.63334544803145,2,VIPs,1
12949,30.0,8.0,8.335244365149629,2,VIPs,1
12950,1.0,3.0,7.519692404116539,0,Regular Buyers,3
12951,8.0,6.0,6.970795803683085,0,Regular Buyers,1
